file,key,type,attr
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Admin User",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Admin User",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Mã đơn mua (PO)",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"destinationStore",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Chi nhánh nhận",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"totalCost",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Tổng chi phí",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"estDeliveryDate",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Ngày dự kiến (ETA)",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Trạng thái đơn",StringLiteral,
src\features\sales\pages\SaleOrdersPage.tsx,"Trạng thái đơn",JSXText,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"DELIVERED",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"DELIVERED",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"DELIVERED",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"DELIVERED",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"DELIVERED",JSXAttribute,value
src\features\purchase\pages\PurchaseOrdersPage.tsx,"DELIVERED",StringLiteral,
src\features\purchase\store\purchaseStore.ts,"DELIVERED",StringLiteral,
src\features\purchase\store\purchaseStore.ts,"DELIVERED",StringLiteral,
src\features\sales\store\salesStore.ts,"DELIVERED",StringLiteral,
src\features\sales\store\salesStore.ts,"DELIVERED",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"DISPATCHED",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"DISPATCHED",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"DISPATCHED",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"DISPATCHED",JSXAttribute,value
src\features\purchase\pages\PurchaseOrdersPage.tsx,"DISPATCHED",StringLiteral,
src\features\purchase\store\purchaseStore.ts,"DISPATCHED",StringLiteral,
src\features\purchase\store\purchaseStore.ts,"DISPATCHED",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Chưa thanh toán",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Chưa thanh toán",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Chưa thanh toán",JSXText,
src\features\reports\pages\FinanceReportPage.tsx,"Chưa thanh toán",StringLiteral,
src\features\sales\pages\SaleOrdersPage.tsx,"Chưa thanh toán",StringLiteral,
src\features\sales\pages\SaleOrdersPage.tsx,"Chưa thanh toán",JSXText,
src\features\sales\pages\SaleOrdersPage.tsx,"Chưa thanh toán",StringLiteral,
src\features\sales\pages\SaleOrdersPage.tsx,"Chưa thanh toán",JSXText,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Tạm ứng 1 phần",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Tạm ứng 1 phần",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"PARTIAL_ADVANCE",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"PARTIAL_ADVANCE",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"PARTIAL_ADVANCE",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"PARTIAL_ADVANCE",JSXAttribute,value
src\features\purchase\pages\PurchaseOrdersPage.tsx,"PARTIAL_ADVANCE",StringLiteral,
src\features\purchase\store\purchaseStore.ts,"PARTIAL_ADVANCE",StringLiteral,
src\features\purchase\store\purchaseStore.ts,"PARTIAL_ADVANCE",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Đơn đặt hàng mua (Purchase Orders)",JSXText,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Tạo đơn đặt hàng mua sỉ, theo dõi tiến độ giao hàng và ngân sách thu mua. Nhấp vào dòng để xem chi tiết.",JSXText,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Xuất dữ liệu đơn mua hàng thành công!",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Tạo đơn mua hàng",JSXText,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Tìm kiếm theo số PO, nhà cung cấp hoặc kho nhận...",JSXAttribute,placeholder
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Tìm kiếm theo số PO, nhà cung cấp hoặc kho nhận...",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Chi tiết đơn PO",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Tổng chi phí dự kiến",JSXText,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Ngày nhận dự kiến (ETA)",JSXText,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Ngày nhận dự kiến (ETA)",JSXText,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Chi nhánh nhận:",JSXText,
src\features\sales\pages\CustomerReturnsPage.tsx,"Chi nhánh nhận:",JSXText,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Ngày lập đơn:",JSXText,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Số lượng mặt hàng:",JSXText,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Thanh toán:",JSXText,
src\features\sales\pages\SaleOrdersPage.tsx,"Thanh toán:",JSXText,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Đã thanh toán đủ",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Đã thanh toán đủ",JSXText,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Nhân viên thu mua:",JSXText,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Điều khoản & Ghi chú vận chuyển",JSXText,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Đã phê duyệt đơn đặt hàng mua thành công!",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Phê duyệt đơn mua",JSXText,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Đã ghi nhận nhập kho hàng thành công!",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Nhập kho hàng (GRN)",JSXText,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Đã tải xuống file PO PDF thành công!",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Tải PO PDF",JSXText,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Tạo Đơn Đặt Hàng Mua",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Cập Nhật Đơn Mua",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Mã PO *",JSXText,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Tên nhà cung cấp...",JSXAttribute,placeholder
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Tên nhà cung cấp...",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Chi nhánh nhận hàng",JSXText,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Người lập đơn",JSXText,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Ngày lập đơn",JSXText,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Trạng thái đơn hàng",JSXText,
src\features\sales\pages\SaleOrdersPage.tsx,"Trạng thái đơn hàng",JSXText,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Đã nhận hàng",JSXText,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Đã tạm ứng",JSXText,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Tổng chi phí dự kiến (₫)",JSXText,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Tổng số lượng sản phẩm",JSXText,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Ghi chú & Điều khoản",JSXText,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Ghi chú về vận chuyển, thanh toán...",JSXAttribute,placeholder
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Ghi chú về vận chuyển, thanh toán...",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Tạo PO",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Xác nhận xóa Đơn mua",JSXAttribute,title
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Xác nhận xóa Đơn mua",StringLiteral,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"Bạn có chắc chắn muốn xóa đơn đặt hàng",JSXText,
src\features\purchase\pages\PurchaseOrdersPage.tsx,"không? Hành động này không thể hoàn tác.",JSXText,
src\features\sales\pages\QuotesPage.tsx,"không? Hành động này không thể hoàn tác.",JSXText,
src\features\system\pages\BannerManagementPage.tsx,"không? Hành động này không thể hoàn tác.",JSXText,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"DEFECTIVE_BATCH",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"DEFECTIVE_BATCH",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"WRONG_SPECIFICATION",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"WRONG_SPECIFICATION",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"EXPIRED_ON_ARRIVAL",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"EXCESS_UNORDERED",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"EXCESS_UNORDERED",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"PENDING_SUPPLIER_APPROVAL",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"PENDING_SUPPLIER_APPROVAL",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"PENDING_SUPPLIER_APPROVAL",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"PENDING_SUPPLIER_APPROVAL",JSXAttribute,value
src\features\purchase\pages\ReturnToSupplierPage.tsx,"PENDING_SUPPLIER_APPROVAL",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"PENDING_SUPPLIER_APPROVAL",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"PENDING_SUPPLIER_APPROVAL",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"APPROVED_CREDIT_NOTE",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"APPROVED_CREDIT_NOTE",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"APPROVED_CREDIT_NOTE",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"APPROVED_CREDIT_NOTE",JSXAttribute,value
src\features\purchase\pages\ReturnToSupplierPage.tsx,"APPROVED_CREDIT_NOTE",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"APPROVED_CREDIT_NOTE",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"REPLACEMENT_DISPATCHED",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"REPLACEMENT_DISPATCHED",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"REPLACEMENT_DISPATCHED",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"REPLACEMENT_DISPATCHED",JSXAttribute,value
src\features\purchase\pages\ReturnToSupplierPage.tsx,"REPLACEMENT_DISPATCHED",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"REPLACEMENT_DISPATCHED",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"RTV-2024-001",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"GRN-2024-302",StringLiteral,
src\features\purchase\store\purchaseStore.ts,"GRN-2024-302",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Apex Premium Packaging",StringLiteral,
src\features\purchase\store\purchaseStore.ts,"Apex Premium Packaging",StringLiteral,
src\features\purchase\store\purchaseStore.ts,"Apex Premium Packaging",StringLiteral,
src\features\purchase\store\purchaseStore.ts,"Apex Premium Packaging",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Internal Freight Express",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"TRK-90182931",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Water damaged shopping bags discovered during unloading. Supplier agreed to offset on next invoice.",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"RTV-2024-002",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"GRN-2024-280",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Nordic Apparel Mills",StringLiteral,
src\features\purchase\store\purchaseStore.ts,"Nordic Apparel Mills",StringLiteral,
src\features\purchase\store\purchaseStore.ts,"Nordic Apparel Mills",StringLiteral,
src\features\purchase\store\purchaseStore.ts,"Nordic Apparel Mills",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"DHL Air Freight",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"DHL-55219018",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Received size XL labeled as M in wholesale carton #4.",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"RTV-2024-003",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"GRN-2024-255",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Omega Hardware Wholesalers",StringLiteral,
src\features\purchase\store\purchaseStore.ts,"Omega Hardware Wholesalers",StringLiteral,
src\features\purchase\store\purchaseStore.ts,"Omega Hardware Wholesalers",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"FedEx Ground",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"FX-00192831",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Extra unbilled units shipped. Returning to avoid inventory discrepancy.",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"returnNumber",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Mã trả hàng (RTV)",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"font-mono font-bold text-amber-600 dark:text-amber-400 hover:underline",JSXAttribute,className
src\features\purchase\pages\ReturnToSupplierPage.tsx,"font-mono font-bold text-amber-600 dark:text-amber-400 hover:underline",StringLiteral,
src\features\sales\pages\CustomerReturnsPage.tsx,"font-mono font-bold text-amber-600 dark:text-amber-400 hover:underline",JSXAttribute,className
src\features\sales\pages\CustomerReturnsPage.tsx,"font-mono font-bold text-amber-600 dark:text-amber-400 hover:underline",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"grnRefNumber",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Mã GRN gốc",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"dispatchingStore",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Kho / Chi nhánh xuất",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"returnedItemsCount",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Số lượng trả",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"claimValuation",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Giá trị yêu cầu",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Chờ NCC phản hồi",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Đã duyệt bồi hoàn",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Đang gửi hàng đổi",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"p-1.5 text-gray-400 hover:text-amber-600 dark:hover:text-amber-400 hover:bg-amber-50 dark:hover:bg-amber-900/30 rounded-lg transition-colors",JSXAttribute,className
src\features\purchase\pages\ReturnToSupplierPage.tsx,"p-1.5 text-gray-400 hover:text-amber-600 dark:hover:text-amber-400 hover:bg-amber-50 dark:hover:bg-amber-900/30 rounded-lg transition-colors",StringLiteral,
src\features\sales\pages\CustomerReturnsPage.tsx,"p-1.5 text-gray-400 hover:text-amber-600 dark:hover:text-amber-400 hover:bg-amber-50 dark:hover:bg-amber-900/30 rounded-lg transition-colors",JSXAttribute,className
src\features\sales\pages\CustomerReturnsPage.tsx,"p-1.5 text-gray-400 hover:text-amber-600 dark:hover:text-amber-400 hover:bg-amber-50 dark:hover:bg-amber-900/30 rounded-lg transition-colors",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Trả hàng cho Nhà cung cấp (RTV)",JSXText,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Quản lý các đợt hoàn trả hàng lỗi, yêu cầu bồi hoàn và đổi trả sản phẩm. Nhấp vào dòng để xem chi tiết.",JSXText,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"flex items-center gap-2 px-4 py-2 bg-amber-600 hover:bg-amber-700 text-white rounded-lg transition-colors text-sm font-semibold shadow-sm",JSXAttribute,className
src\features\purchase\pages\ReturnToSupplierPage.tsx,"flex items-center gap-2 px-4 py-2 bg-amber-600 hover:bg-amber-700 text-white rounded-lg transition-colors text-sm font-semibold shadow-sm",StringLiteral,
src\features\sales\pages\CustomerReturnsPage.tsx,"flex items-center gap-2 px-4 py-2 bg-amber-600 hover:bg-amber-700 text-white rounded-lg transition-colors text-sm font-semibold shadow-sm",JSXAttribute,className
src\features\sales\pages\CustomerReturnsPage.tsx,"flex items-center gap-2 px-4 py-2 bg-amber-600 hover:bg-amber-700 text-white rounded-lg transition-colors text-sm font-semibold shadow-sm",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Tạo đơn trả hàng",JSXText,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Tìm kiếm theo mã RTV, mã GRN hoặc nhà cung cấp...",JSXAttribute,placeholder
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Tìm kiếm theo mã RTV, mã GRN hoặc nhà cung cấp...",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"block w-full sm:max-w-xs pl-10 pr-3 py-2 border border-gray-300 dark:border-gray-600 rounded-lg bg-gray-50 dark:bg-gray-900 text-gray-900 dark:text-white focus:ring-2 focus:ring-amber-500 focus:border-transparent sm:text-sm transition-all",JSXAttribute,className
src\features\sales\pages\CustomerReturnsPage.tsx,"block w-full sm:max-w-xs pl-10 pr-3 py-2 border border-gray-300 dark:border-gray-600 rounded-lg bg-gray-50 dark:bg-gray-900 text-gray-900 dark:text-white focus:ring-2 focus:ring-amber-500 focus:border-transparent sm:text-sm transition-all",JSXAttribute,className
src\features\purchase\pages\ReturnToSupplierPage.tsx,"font-semibold text-gray-700 dark:text-gray-200 bg-gray-50 dark:bg-gray-900 border border-gray-300 dark:border-gray-600 rounded px-2.5 py-1 focus:outline-none focus:ring-1 focus:ring-amber-500 text-xs cursor-pointer",JSXAttribute,className
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Chờ NCC phản hồi (PENDING SUPPLIER APPROVAL)",JSXText,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Đã duyệt bồi hoàn (APPROVED CREDIT NOTE)",JSXText,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Đang gửi hàng đổi (REPLACEMENT DISPATCHED)",JSXText,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"RTV Claim Details",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"flex items-center justify-between p-4 bg-amber-50 dark:bg-amber-900/20 rounded-xl border border-amber-200 dark:border-amber-800",JSXAttribute,className
src\features\purchase\pages\ReturnToSupplierPage.tsx,"flex items-center justify-between p-4 bg-amber-50 dark:bg-amber-900/20 rounded-xl border border-amber-200 dark:border-amber-800",StringLiteral,
src\features\sales\pages\CustomerReturnsPage.tsx,"flex items-center justify-between p-4 bg-amber-50 dark:bg-amber-900/20 rounded-xl border border-amber-200 dark:border-amber-800",JSXAttribute,className
src\features\sales\pages\CustomerReturnsPage.tsx,"flex items-center justify-between p-4 bg-amber-50 dark:bg-amber-900/20 rounded-xl border border-amber-200 dark:border-amber-800",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"w-10 h-10 bg-amber-600 rounded-lg flex items-center justify-center text-white font-bold",JSXAttribute,className
src\features\purchase\pages\ReturnToSupplierPage.tsx,"w-10 h-10 bg-amber-600 rounded-lg flex items-center justify-center text-white font-bold",StringLiteral,
src\features\sales\pages\CustomerReturnsPage.tsx,"w-10 h-10 bg-amber-600 rounded-lg flex items-center justify-center text-white font-bold",JSXAttribute,className
src\features\sales\pages\CustomerReturnsPage.tsx,"w-10 h-10 bg-amber-600 rounded-lg flex items-center justify-center text-white font-bold",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"text-xs text-amber-800 dark:text-amber-400 font-semibold uppercase tracking-wider",JSXAttribute,className
src\features\purchase\pages\ReturnToSupplierPage.tsx,"text-xs text-amber-800 dark:text-amber-400 font-semibold uppercase tracking-wider",StringLiteral,
src\features\sales\pages\CustomerReturnsPage.tsx,"text-xs text-amber-800 dark:text-amber-400 font-semibold uppercase tracking-wider",JSXAttribute,className
src\features\sales\pages\CustomerReturnsPage.tsx,"text-xs text-amber-800 dark:text-amber-400 font-semibold uppercase tracking-wider",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Claim Chargeback Valuation",JSXText,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"w-4 h-4 text-amber-600 dark:text-amber-400",JSXAttribute,className
src\features\purchase\pages\ReturnToSupplierPage.tsx,"w-4 h-4 text-amber-600 dark:text-amber-400",StringLiteral,
src\features\sales\pages\CustomerReturnsPage.tsx,"w-4 h-4 text-amber-600 dark:text-amber-400",JSXAttribute,className
src\features\sales\pages\CustomerReturnsPage.tsx,"w-4 h-4 text-amber-600 dark:text-amber-400",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Target Supplier",JSXText,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Dispatch Date",JSXText,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Original Goods Receipt Ref (GRN):",JSXText,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Dispatching Origin Store:",JSXText,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Total Returned Items:",JSXText,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Authorized Logistics Officer:",JSXText,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"RTV Categorized Reason",JSXText,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"text-sm font-semibold text-amber-800 dark:text-amber-400 bg-white dark:bg-gray-800 p-2.5 rounded border border-gray-200 dark:border-gray-700",JSXAttribute,className
src\features\purchase\pages\ReturnToSupplierPage.tsx,"text-sm font-semibold text-amber-800 dark:text-amber-400 bg-white dark:bg-gray-800 p-2.5 rounded border border-gray-200 dark:border-gray-700",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"pt-2 border-t border-gray-200 dark:border-gray-800",JSXAttribute,className
src\features\purchase\pages\ReturnToSupplierPage.tsx,"pt-2 border-t border-gray-200 dark:border-gray-800",StringLiteral,
src\features\sales\pages\CustomerReturnsPage.tsx,"pt-2 border-t border-gray-200 dark:border-gray-800",JSXAttribute,className
src\features\sales\pages\CustomerReturnsPage.tsx,"pt-2 border-t border-gray-200 dark:border-gray-800",StringLiteral,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Chargeback Offset Agreements & Notes",JSXText,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Log Supplier Credit Note",JSXText,
src\features\purchase\pages\ReturnToSupplierPage.tsx,"Print Outbound RTV Cargo Note",JSXText,
src\features\purchase\pages\SuppliersPage.tsx,"Net 30",StringLiteral,
src\features\purchase\pages\SuppliersPage.tsx,"Net 30",StringLiteral,
src\features\purchase\store\purchaseStore.ts,"Net 30",StringLiteral,
src\features\sales\pages\ExportInvoicesPage.tsx,"Net 30",StringLiteral,
src\features\sales\pages\ExportInvoicesPage.tsx,"Net 30",StringLiteral,
src\features\sales\pages\ExportInvoicesPage.tsx,"Net 30",StringLiteral,
src\features\sales\store\salesStore.ts,"Net 30",StringLiteral,
src\features\sales\store\salesStore.ts,"Net 30",StringLiteral,
src\features\sales\store\salesStore.ts,"Net 30",StringLiteral,
src\features\purchase\pages\SuppliersPage.tsx,"Mã nhà cung cấp",StringLiteral,
src\features\purchase\pages\SuppliersPage.tsx,"Tên nhà cung cấp",StringLiteral,
src\features\purchase\pages\SuppliersPage.tsx,"contactPerson",StringLiteral,
src\features\purchase\pages\SuppliersPage.tsx,"Người liên hệ",StringLiteral,
src\features\purchase\pages\SuppliersPage.tsx,"inline-flex items-center gap-1 font-semibold text-amber-500 text-sm",JSXAttribute,className
src\features\purchase\pages\SuppliersPage.tsx,"inline-flex items-center gap-1 font-semibold text-amber-500 text-sm",StringLiteral,
src\features\purchase\pages\SuppliersPage.tsx,"w-3.5 h-3.5 fill-amber-500",JSXAttribute,className
src\features\purchase\pages\SuppliersPage.tsx,"w-3.5 h-3.5 fill-amber-500",StringLiteral,
src\features\purchase\pages\SuppliersPage.tsx,"Ngừng giao dịch",StringLiteral,
src\features\purchase\pages\SuppliersPage.tsx,"Danh mục Nhà cung cấp",JSXText,
src\features\purchase\pages\SuppliersPage.tsx,"Quản lý đối tác nhà cung cấp, chỉ số hiệu suất và điều khoản hợp tác. Nhấp vào dòng để xem chi tiết.",JSXText,
src\features\purchase\pages\SuppliersPage.tsx,"Xuất danh sách nhà cung cấp thành công!",StringLiteral,
src\features\purchase\pages\SuppliersPage.tsx,"Thêm nhà cung cấp",JSXText,
src\features\purchase\pages\SuppliersPage.tsx,"Tìm kiếm theo tên nhà cung cấp, mã hoặc danh mục...",JSXAttribute,placeholder
src\features\purchase\pages\SuppliersPage.tsx,"Tìm kiếm theo tên nhà cung cấp, mã hoặc danh mục...",StringLiteral,
src\features\purchase\pages\SuppliersPage.tsx,"Chi tiết nhà cung cấp",StringLiteral,
src\features\purchase\pages\SuppliersPage.tsx,"space-y-4 bg-white dark:bg-gray-900 p-4 rounded-xl border border-gray-200 dark:border-gray-800 shadow-sm",JSXAttribute,className
src\features\purchase\pages\SuppliersPage.tsx,"space-y-4 bg-white dark:bg-gray-900 p-4 rounded-xl border border-gray-200 dark:border-gray-800 shadow-sm",StringLiteral,
src\features\purchase\pages\SuppliersPage.tsx,"text-xs font-semibold uppercase tracking-wider text-gray-400 mb-2",JSXAttribute,className
src\features\purchase\pages\SuppliersPage.tsx,"text-xs font-semibold uppercase tracking-wider text-gray-400 mb-2",StringLiteral,
src\features\purchase\pages\SuppliersPage.tsx,"Thông tin liên hệ trực tiếp",JSXText,
src\features\purchase\pages\SuppliersPage.tsx,"flex items-center gap-3 text-sm text-gray-700 dark:text-gray-300",JSXAttribute,className
src\features\purchase\pages\SuppliersPage.tsx,"flex items-center gap-3 text-sm text-gray-700 dark:text-gray-300",StringLiteral,
src\features\purchase\pages\SuppliersPage.tsx,"flex items-center gap-3 text-sm text-gray-700 dark:text-gray-300",JSXAttribute,className
src\features\purchase\pages\SuppliersPage.tsx,"flex items-center gap-3 text-sm text-gray-700 dark:text-gray-300",StringLiteral,
src\features\purchase\pages\SuppliersPage.tsx,"flex items-center gap-3 text-sm text-gray-700 dark:text-gray-300",JSXAttribute,className
